Player,Link,BBRefID
Daishen Nix,https://www.basketball-reference.com/players/n/nixda01.html,nixda01
Zeke Nnaji,https://www.basketball-reference.com/players/n/nnajize01.html,nnajize01
Nerlens Noel,https://www.basketball-reference.com/players/n/noelne01.html,noelne01
Jaylen Nowell,https://www.basketball-reference.com/players/n/nowelja01.html,nowelja01
Frank Ntilikina,https://www.basketball-reference.com/players/n/ntilila01.html,ntilila01
James Nunnally,https://www.basketball-reference.com/players/n/nunnaja01.html,nunnaja01
Kendrick Nunn,https://www.basketball-reference.com/players/n/nunnke01.html,nunnke01
Jusuf Nurkić,https://www.basketball-reference.com/players/n/nurkiju01.html,nurkiju01
David Nwaba,https://www.basketball-reference.com/players/n/nwabada01.html,nwabada01
Jordan Nwora,https://www.basketball-reference.com/players/n/nworajo01.html,nworajo01
Semi Ojeleye,https://www.basketball-reference.com/players/o/ojelese01.html,ojelese01
Jahlil Okafor,https://www.basketball-reference.com/players/o/okafoja01.html,okafoja01
Chuma Okeke,https://www.basketball-reference.com/players/o/okekech01.html,okekech01
Josh Okogie,https://www.basketball-reference.com/players/o/okogijo01.html,okogijo01
Onyeka Okongwu,https://www.basketball-reference.com/players/o/okongon01.html,okongon01
Isaac Okoro,https://www.basketball-reference.com/players/o/okorois01.html,okorois01
KZ Okpala,https://www.basketball-reference.com/players/o/okpalkz01.html,okpalkz01
Victor Oladipo,https://www.basketball-reference.com/players/o/oladivi01.html,oladivi01
Cameron Oliver,https://www.basketball-reference.com/players/o/oliveca01.html,oliveca01
Kelly Olynyk,https://www.basketball-reference.com/players/o/olynyke01.html,olynyke01
Eugene Omoruyi,https://www.basketball-reference.com/players/o/omorueu01.html,omorueu01
Royce O'Neale,https://www.basketball-reference.com/players/o/onealro01.html,onealro01
Miye Oni,https://www.basketball-reference.com/players/o/onimi01.html,onimi01
Cedi Osman,https://www.basketball-reference.com/players/o/osmande01.html,osmande01
Daniel Oturu,https://www.basketball-reference.com/players/o/oturuda01.html,oturuda01
Kelly Oubre Jr.,https://www.basketball-reference.com/players/o/oubreke01.html,oubreke01
Jaysean Paige,https://www.basketball-reference.com/players/p/paigeja01.html,paigeja01
Trayvon Palmer,https://www.basketball-reference.com/players/p/palmetr01.html,palmetr01
Kevin Pangos,https://www.basketball-reference.com/players/p/pangoke01.html,pangoke01
Jabari Parker,https://www.basketball-reference.com/players/p/parkeja01.html,parkeja01
Eric Paschall,https://www.basketball-reference.com/players/p/pascher01.html,pascher01
Anžejs Pasečņiks,https://www.basketball-reference.com/players/p/pasecan01.html,pasecan01
Patrick Patterson,https://www.basketball-reference.com/players/p/pattepa01.html,pattepa01
Justin Patton,https://www.basketball-reference.com/players/p/pattoju01.html,pattoju01
Chris Paul,https://www.basketball-reference.com/players/p/paulch01.html,paulch01
Cameron Payne,https://www.basketball-reference.com/players/p/payneca01.html,payneca01
Elfrid Payton,https://www.basketball-reference.com/players/p/paytoel01.html,paytoel01
Gary Payton II,https://www.basketball-reference.com/players/p/paytoga02.html,paytoga02
Norvel Pelle,https://www.basketball-reference.com/players/p/pelleno01.html,pelleno01
Reggie Perry,https://www.basketball-reference.com/players/p/perryre01.html,perryre01
Jamorko Pickett,https://www.basketball-reference.com/players/p/pickeja01.html,pickeja01
Theo Pinson,https://www.basketball-reference.com/players/p/pinsoth01.html,pinsoth01
Mason Plumlee,https://www.basketball-reference.com/players/p/plumlma01.html,plumlma01
Jakob Poeltl,https://www.basketball-reference.com/players/p/poeltja01.html,poeltja01
Vincent Poirier,https://www.basketball-reference.com/players/p/poirivi01.html,poirivi01
Aleksej Pokusevski,https://www.basketball-reference.com/players/p/pokusal01.html,pokusal01
Yves Pons,https://www.basketball-reference.com/players/p/ponsyv01.html,ponsyv01
Jordan Poole,https://www.basketball-reference.com/players/p/poolejo01.html,poolejo01
Jontay Porter,https://www.basketball-reference.com/players/p/portejo01.html,portejo01
Kevin Porter Jr.,https://www.basketball-reference.com/players/p/porteke02.html,porteke02
Michael Porter Jr.,https://www.basketball-reference.com/players/p/portemi01.html,portemi01
Otto Porter Jr.,https://www.basketball-reference.com/players/p/porteot01.html,porteot01
Bobby Portis,https://www.basketball-reference.com/players/p/portibo01.html,portibo01
Kristaps Porziņģis,https://www.basketball-reference.com/players/p/porzikr01.html,porzikr01
Micah Potter,https://www.basketball-reference.com/players/p/pottemi01.html,pottemi01
Dwight Powell,https://www.basketball-reference.com/players/p/poweldw01.html,poweldw01
Myles Powell,https://www.basketball-reference.com/players/p/powelmy01.html,powelmy01
Norman Powell,https://www.basketball-reference.com/players/p/powelno01.html,powelno01
Joshua Primo,https://www.basketball-reference.com/players/p/primojo01.html,primojo01
Taurean Prince,https://www.basketball-reference.com/players/p/princta02.html,princta02
Payton Pritchard,https://www.basketball-reference.com/players/p/pritcpa01.html,pritcpa01
Trevelin Queen,https://www.basketball-reference.com/players/q/queentr01.html,queentr01
Neemias Queta,https://www.basketball-reference.com/players/q/quetane01.html,quetane01
Immanuel Quickley,https://www.basketball-reference.com/players/q/quickim01.html,quickim01
Jahmi'us Ramsey,https://www.basketball-reference.com/players/r/ramseja01.html,ramseja01
Chasson Randle,https://www.basketball-reference.com/players/r/randlch01.html,randlch01
Julius Randle,https://www.basketball-reference.com/players/r/randlju01.html,randlju01
Austin Reaves,https://www.basketball-reference.com/players/r/reaveau01.html,reaveau01
Cam Reddish,https://www.basketball-reference.com/players/r/reddica01.html,reddica01
J.J. Redick,https://www.basketball-reference.com/players/r/redicjj01.html,redicjj01
Davon Reed,https://www.basketball-reference.com/players/r/reedda01.html,reedda01
Paul Reed,https://www.basketball-reference.com/players/r/reedpa01.html,reedpa01
Naz Reid,https://www.basketball-reference.com/players/r/reidna01.html,reidna01
Cameron Reynolds,https://www.basketball-reference.com/players/r/reynoca01.html,reynoca01
Josh Richardson,https://www.basketball-reference.com/players/r/richajo01.html,richajo01
Nick Richards,https://www.basketball-reference.com/players/r/richani01.html,richani01
Grant Riller,https://www.basketball-reference.com/players/r/rillegr01.html,rillegr01
Austin Rivers,https://www.basketball-reference.com/players/r/riverau01.html,riverau01
Andre Roberson,https://www.basketball-reference.com/players/r/roberan03.html,roberan03
Duncan Robinson,https://www.basketball-reference.com/players/r/robindu01.html,robindu01
Glenn Robinson III,https://www.basketball-reference.com/players/r/robingl02.html,robingl02
Jerome Robinson,https://www.basketball-reference.com/players/r/robinje01.html,robinje01
Jeremiah Robinson-Earl,https://www.basketball-reference.com/players/r/robinje02.html,robinje02
Justin Robinson,https://www.basketball-reference.com/players/r/robinju01.html,robinju01
Mitchell Robinson,https://www.basketball-reference.com/players/r/robinmi01.html,robinmi01
Isaiah Roby,https://www.basketball-reference.com/players/r/robyis01.html,robyis01
Rajon Rondo,https://www.basketball-reference.com/players/r/rondora01.html,rondora01
Derrick Rose,https://www.basketball-reference.com/players/r/rosede01.html,rosede01
Terrence Ross,https://www.basketball-reference.com/players/r/rosste01.html,rosste01
Terry Rozier,https://www.basketball-reference.com/players/r/roziete01.html,roziete01
Ricky Rubio,https://www.basketball-reference.com/players/r/rubiori01.html,rubiori01
D'Angelo Russell,https://www.basketball-reference.com/players/r/russeda01.html,russeda01
Matt Ryan,https://www.basketball-reference.com/players/r/ryanma01.html,ryanma01
Domantas Sabonis,https://www.basketball-reference.com/players/s/sabondo01.html,sabondo01
Luka Šamanić,https://www.basketball-reference.com/players/s/samanlu01.html,samanlu01
JaKarr Sampson,https://www.basketball-reference.com/players/s/sampsja02.html,sampsja02
Dario Šarić,https://www.basketball-reference.com/players/s/saricda01.html,saricda01
Olivier Sarr,https://www.basketball-reference.com/players/s/sarrol01.html,sarrol01
Tomáš Satoranský,https://www.basketball-reference.com/players/s/satorto01.html,satorto01
Jordan Schakel,https://www.basketball-reference.com/players/s/schakjo01.html,schakjo01
Admiral Schofield,https://www.basketball-reference.com/players/s/schofad01.html,schofad01
Dennis Schröder,https://www.basketball-reference.com/players/s/schrode01.html,schrode01
Mike Scott,https://www.basketball-reference.com/players/s/scottmi01.html,scottmi01
Tre Scott,https://www.basketball-reference.com/players/s/scotttr01.html,scotttr01
Jay Scrubb,https://www.basketball-reference.com/players/s/scrubja01.html,scrubja01
Wayne Selden,https://www.basketball-reference.com/players/s/seldewa01.html,seldewa01
Alperen Şengün,https://www.basketball-reference.com/players/s/sengual01.html,sengual01
Collin Sexton,https://www.basketball-reference.com/players/s/sextoco01.html,sextoco01
Landry Shamet,https://www.basketball-reference.com/players/s/shamela01.html,shamela01
Day'Ron Sharpe,https://www.basketball-reference.com/players/s/sharpda01.html,sharpda01
Iman Shumpert,https://www.basketball-reference.com/players/s/shumpim01.html,shumpim01
Pascal Siakam,https://www.basketball-reference.com/players/s/siakapa01.html,siakapa01
Chris Silva,https://www.basketball-reference.com/players/s/silvach01.html,silvach01
Ben Simmons,https://www.basketball-reference.com/players/s/simmobe01.html,simmobe01
Anfernee Simons,https://www.basketball-reference.com/players/s/simonan01.html,simonan01
Marko Simonovic,https://www.basketball-reference.com/players/s/simonma01.html,simonma01
Zavier Simpson,https://www.basketball-reference.com/players/s/simpsza01.html,simpsza01
Jericho Sims,https://www.basketball-reference.com/players/s/simsje01.html,simsje01
Deividas Sirvydis,https://www.basketball-reference.com/players/s/sirvyde01.html,sirvyde01
Alen Smailagić,https://www.basketball-reference.com/players/s/smailal01.html,smailal01
Javonte Smart,https://www.basketball-reference.com/players/s/smartja01.html,smartja01
Marcus Smart,https://www.basketball-reference.com/players/s/smartma01.html,smartma01
Dennis Smith Jr.,https://www.basketball-reference.com/players/s/smithde03.html,smithde03
Ish Smith,https://www.basketball-reference.com/players/s/smithis01.html,smithis01
Jalen Smith,https://www.basketball-reference.com/players/s/smithja04.html,smithja04
Xavier Sneed,https://www.basketball-reference.com/players/s/sneedxa01.html,sneedxa01
Tony Snell,https://www.basketball-reference.com/players/s/snellto01.html,snellto01
Ray Spalding,https://www.basketball-reference.com/players/s/spaldra01.html,spaldra01
Jaden Springer,https://www.basketball-reference.com/players/s/sprinja01.html,sprinja01
Cassius Stanley,https://www.basketball-reference.com/players/s/stanlca01.html,stanlca01
Nik Stauskas,https://www.basketball-reference.com/players/s/stausni01.html,stausni01
Lance Stephenson,https://www.basketball-reference.com/players/s/stephla01.html,stephla01
Lamar Stevens,https://www.basketball-reference.com/players/s/stevela01.html,stevela01
Isaiah Stewart,https://www.basketball-reference.com/players/s/stewais01.html,stewais01
Max Strus,https://www.basketball-reference.com/players/s/strusma01.html,strusma01
Jalen Suggs,https://www.basketball-reference.com/players/s/suggsja01.html,suggsja01
Edmond Sumner,https://www.basketball-reference.com/players/s/sumneed01.html,sumneed01
Craig Sword,https://www.basketball-reference.com/players/s/swordcr01.html,swordcr01
Keifer Sykes,https://www.basketball-reference.com/players/s/sykeske01.html,sykeske01
Jae'Sean Tate,https://www.basketball-reference.com/players/t/tateja01.html,tateja01
Jayson Tatum,https://www.basketball-reference.com/players/t/tatumja01.html,tatumja01
Terry Taylor,https://www.basketball-reference.com/players/t/taylote01.html,taylote01
Jeff Teague,https://www.basketball-reference.com/players/t/teaguje01.html,teaguje01
Garrett Temple,https://www.basketball-reference.com/players/t/templga01.html,templga01
Emanuel Terry,https://www.basketball-reference.com/players/t/terryem01.html,terryem01
Tyrell Terry,https://www.basketball-reference.com/players/t/terryty01.html,terryty01
Jon Teske,https://www.basketball-reference.com/players/t/teskejo01.html,teskejo01
Daniel Theis,https://www.basketball-reference.com/players/t/theisda01.html,theisda01
Brodric Thomas,https://www.basketball-reference.com/players/t/thomabr01.html,thomabr01
Cam Thomas,https://www.basketball-reference.com/players/t/thomaca02.html,thomaca02
Isaiah Thomas,https://www.basketball-reference.com/players/t/thomais02.html,thomais02
Khyri Thomas,https://www.basketball-reference.com/players/t/thomakh01.html,thomakh01
Matt Thomas,https://www.basketball-reference.com/players/t/thomama02.html,thomama02
Klay Thompson,https://www.basketball-reference.com/players/t/thompkl01.html,thompkl01
Tristan Thompson,https://www.basketball-reference.com/players/t/thomptr01.html,thomptr01
JT Thor,https://www.basketball-reference.com/players/t/thorjt01.html,thorjt01
Sindarius Thornwell,https://www.basketball-reference.com/players/t/thornsi01.html,thornsi01
Matisse Thybulle,https://www.basketball-reference.com/players/t/thybuma01.html,thybuma01
Killian Tillie,https://www.basketball-reference.com/players/t/tilliki02.html,tilliki02
Xavier Tillman Sr.,https://www.basketball-reference.com/players/t/tillmxa01.html,tillmxa01
Isaiah Todd,https://www.basketball-reference.com/players/t/toddis01.html,toddis01
Anthony Tolliver,https://www.basketball-reference.com/players/t/tollian01.html,tollian01
Obi Toppin,https://www.basketball-reference.com/players/t/toppiob01.html,toppiob01
Juan Toscano-Anderson,https://www.basketball-reference.com/players/t/toscaju01.html,toscaju01
Axel Toupane,https://www.basketball-reference.com/players/t/toupaax01.html,toupaax01
Karl-Anthony Towns,https://www.basketball-reference.com/players/t/townska01.html,townska01
Gary Trent Jr.,https://www.basketball-reference.com/players/t/trentga02.html,trentga02
P.J. Tucker,https://www.basketball-reference.com/players/t/tuckepj01.html,tuckepj01
Rayjon Tucker,https://www.basketball-reference.com/players/t/tuckera01.html,tuckera01
Myles Turner,https://www.basketball-reference.com/players/t/turnemy01.html,turnemy01
Jonas Valančiūnas,https://www.basketball-reference.com/players/v/valanjo01.html,valanjo01
Denzel Valentine,https://www.basketball-reference.com/players/v/valende01.html,valende01
Jarred Vanderbilt,https://www.basketball-reference.com/players/v/vandeja01.html,vandeja01
Fred VanVleet,https://www.basketball-reference.com/players/v/vanvlfr01.html,vanvlfr01
Anderson Varejão,https://www.basketball-reference.com/players/v/varejan01.html,varejan01
Devin Vassell,https://www.basketball-reference.com/players/v/vassede01.html,vassede01
Gabe Vincent,https://www.basketball-reference.com/players/v/vincega01.html,vincega01
Noah Vonleh,https://www.basketball-reference.com/players/v/vonleno01.html,vonleno01
Nikola Vučević,https://www.basketball-reference.com/players/v/vucevni01.html,vucevni01
Dean Wade,https://www.basketball-reference.com/players/w/wadede01.html,wadede01
Franz Wagner,https://www.basketball-reference.com/players/w/wagnefr01.html,wagnefr01
Moritz Wagner,https://www.basketball-reference.com/players/w/wagnemo01.html,wagnemo01
Ish Wainright,https://www.basketball-reference.com/players/w/wainris01.html,wainris01
Kemba Walker,https://www.basketball-reference.com/players/w/walkeke02.html,walkeke02
Lonnie Walker IV,https://www.basketball-reference.com/players/w/walkelo01.html,walkelo01
M.J. Walker,https://www.basketball-reference.com/players/w/walkemj01.html,walkemj01
Tyrone Wallace,https://www.basketball-reference.com/players/w/wallaty01.html,wallaty01
John Wall,https://www.basketball-reference.com/players/w/walljo01.html,walljo01
Derrick Walton,https://www.basketball-reference.com/players/w/waltode01.html,waltode01
Brad Wanamaker,https://www.basketball-reference.com/players/w/wanambr01.html,wanambr01
T.J. Warren,https://www.basketball-reference.com/players/w/warretj01.html,warretj01
Duane Washington Jr.,https://www.basketball-reference.com/players/w/washidu02.html,washidu02
P.J. Washington,https://www.basketball-reference.com/players/w/washipj01.html,washipj01
Yuta Watanabe,https://www.basketball-reference.com/players/w/watanyu01.html,watanyu01
Lindy Waters III,https://www.basketball-reference.com/players/w/waterli01.html,waterli01
Tremont Waters,https://www.basketball-reference.com/players/w/watertr01.html,watertr01
Trendon Watford,https://www.basketball-reference.com/players/w/watfotr01.html,watfotr01
Paul Watson,https://www.basketball-reference.com/players/w/watsopa01.html,watsopa01
Quinndary Weatherspoon,https://www.basketball-reference.com/players/w/weathqu01.html,weathqu01
Russell Westbrook,https://www.basketball-reference.com/players/w/westbru01.html,westbru01
Coby White,https://www.basketball-reference.com/players/w/whiteco01.html,whiteco01
Derrick White,https://www.basketball-reference.com/players/w/whitede01.html,whitede01
Hassan Whiteside,https://www.basketball-reference.com/players/w/whiteha01.html,whiteha01
Greg Whittington,https://www.basketball-reference.com/players/w/whittgr01.html,whittgr01
Joe Wieskamp,https://www.basketball-reference.com/players/w/wieskjo01.html,wieskjo01
Aaron Wiggins,https://www.basketball-reference.com/players/w/wiggiaa01.html,wiggiaa01
Andrew Wiggins,https://www.basketball-reference.com/players/w/wiggian01.html,wiggian01
Lindell Wigginton,https://www.basketball-reference.com/players/w/wiggili01.html,wiggili01
Brandon Williams,https://www.basketball-reference.com/players/w/willibr03.html,willibr03
Grant Williams,https://www.basketball-reference.com/players/w/willigr01.html,willigr01
Kenrich Williams,https://www.basketball-reference.com/players/w/willike04.html,willike04
Lou Williams,https://www.basketball-reference.com/players/w/willilo02.html,willilo02
Patrick Williams,https://www.basketball-reference.com/players/w/willipa01.html,willipa01
Robert Williams,https://www.basketball-reference.com/players/w/williro04.html,williro04
Zion Williamson,https://www.basketball-reference.com/players/w/willizi01.html,willizi01
Ziaire Williams,https://www.basketball-reference.com/players/w/willizi02.html,willizi02
D.J. Wilson,https://www.basketball-reference.com/players/w/wilsodj01.html,wilsodj01
Dylan Windler,https://www.basketball-reference.com/players/w/windldy01.html,windldy01
Justise Winslow,https://www.basketball-reference.com/players/w/winslju01.html,winslju01
Cassius Winston,https://www.basketball-reference.com/players/w/winstca01.html,winstca01
James Wiseman,https://www.basketball-reference.com/players/w/wisemja01.html,wisemja01
Robert Woodard II,https://www.basketball-reference.com/players/w/woodaro01.html,woodaro01
Christian Wood,https://www.basketball-reference.com/players/w/woodch01.html,woodch01
Delon Wright,https://www.basketball-reference.com/players/w/wrighde01.html,wrighde01
McKinley Wright IV,https://www.basketball-reference.com/players/w/wrighmc01.html,wrighmc01
Moses Wright,https://www.basketball-reference.com/players/w/wrighmo01.html,wrighmo01
Gabe York,https://www.basketball-reference.com/players/y/yorkga01.html,yorkga01
Thaddeus Young,https://www.basketball-reference.com/players/y/youngth01.html,youngth01
Trae Young,https://www.basketball-reference.com/players/y/youngtr01.html,youngtr01
Omer Yurtseven,https://www.basketball-reference.com/players/y/yurtsom01.html,yurtsom01
Cody Zeller,https://www.basketball-reference.com/players/z/zelleco01.html,zelleco01
Ivica Zubac,https://www.basketball-reference.com/players/z/zubaciv01.html,zubaciv01